index,identifier,smiles,csd_spacegroup,wyckoff_spg,wyckoff_aflow
60,ABUDEJ,O=C1N(N2C(=O)c3ccccc3N=C2CSCC#C)C(=Nc2ccccc12)CSCC#C,"(2, 1)",A12B9C2DE_aP100_2_24i_18i_4i_2i_2i:C-H-N-O-S,A12B9C2DE_aP100_2_24i_18i_4i_2i_2i:C-H-N-O-S
61,ABUDEK,N#CC(=Cc1ccccc1N1c2ccccc2c2ccccc12)c1ccccc1,"(14, 1)",A27B18C2_mP188_14_27e_18e_2e:C-H-N,A27B18C2_mP188_14_27e_18e_2e:C-H-N
62,ABUDIL,CC(NC12CCCCC1CC(=O)NC2=O)c1ccccc1,"(19, 1)",A17B25C2D2_oP184_19_17a_25a_2a_2a:C-H-N-O,A17B25C2D2_oP184_19_17a_25a_2a_2a:C-H-N-O
63,ABUDIM,CC(C)(C)C1=CC(=C(N1)c1ccccn1)C(F)(F)F.CC(C)(C)C1=CC(=C(N1)c1ccccn1)C(F)(F)F,"(2, 1)",A14B3C15D2_aP136_2_28i_6i_30i_4i:C-F-H-N,A14B3C15D2_aP136_2_28i_6i_30i_4i:C-F-H-N
64,ABUDIO,N#CC(=Cc1ccccc1N1c2ccccc2c2ccccc12)c1ccccc1,"(2, 1)",A27B18C2_aP94_2_27i_18i_2i:C-H-N,A27B18C2_aP94_2_27i_18i_2i:C-H-N
65,ABUDOU,N#CC(C(C(C#N)c1ccccc1)c1ccccc1N1c2ccccc2c2ccccc12)c1ccccc1,"(14, 1)",A35B25C3_mP252_14_35e_25e_3e:C-H-N,A35B25C3_mP252_14_35e_25e_3e:C-H-N
66,ABUDUZ01,BrC1=CC=C(S1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C1=CC=C(Br)S1)[BH]47%148.BrC1=CC=C(S1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C1=CC=C(Br)S1)[BH]47%148,"(2, 1)",A5BC5D7E_aP152_2_20i_4i_20i_28i_4i:B-Br-C-H-S,A5BC5D7E_aP152_2_20i_4i_20i_28i_4i:B-Br-C-H-S
67,ABUFAG,COc1ccc(cc1OC)C=C1N=C(OC1=O)c1ccccc1,"(14, 1)",A18B15CD4_mP152_14_18e_15e_e_4e:C-H-N-O,A18B15CD4_mP152_14_18e_15e_e_4e:C-H-N-O
68,ABUFEL,C[Si](C)(C)C#CC1=CC=C(S1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C1=CC=C(S1)C#C[Si](C)(C)C)[BH]47%148,"(15, 1)",A5B10C16DE_mC264_15_5f_10f_16f_f_f:B-C-H-S-Si,A5B10C16DE_mC264_15_5f_10f_16f_f_f:B-C-H-S-Si
69,ABUFIP,CN1c2ccccc2N=C1c1cccc(n1)C1=Nc2ccccc2N1.CO,"(15, 1)",A21B19C5D_mC368_15_21f_19f_5f_f:C-H-N-O,A21B19C5D_mC368_15_21f_19f_5f_f:C-H-N-O
70,ABUFOT,C[Si](C)(O)c1cc(cc(c1)[Si](C)(C)O)[Si](C)(C)O,"(2, 1)",A4B8CD_aP84_2_12i_24i_3i_3i:C-H-O-Si,A4B8CD_aP84_2_12i_24i_3i_3i:C-H-O-Si
71,ABUFUB,CCN1c2ccccc2N=C1c1cccc(n1)C1=Nc2ccccc2N1.CS(C)=O.O,"(61, 1)",A23B25C5D2E_oP448_61_23c_25c_5c_2c_c:C-H-N-O-S,A23B25C5D2E_oP448_61_23c_25c_5c_2c_c:C-H-N-O-S
72,ABUGEM,CC(C)N1c2ccccc2N=C1c1cccc(n1)C1=Nc2ccccc2N1.CC(C)N1c2ccccc2N=C1c1cccc(n1)C1=Nc2ccccc2N1,"(14, 1)",A22B19C5_mP368_14_44e_38e_10e:C-H-N,A22B19C5_mP368_14_44e_38e_10e:C-H-N
73,ABUGIN,COC(=O)C1(OC)C2=C(C(=O)c3ccccc3N2C)C1(OC)C(=O)OC,"(7, 1)",A18B19CD7_mP90_7_18a_19a_a_7a:C-H-N-O,A18B19CD7_mP90_7_18a_19a_a_7a:C-H-N-O
74,ABUGOW,CC(C)(O)C=C1OC(=O)C(=C1)C1CCC23CC12CCC1C2(C)C=CC(=O)C(C)(C)C2CC(O)C31C,"(19, 1)",A30B38C5_oP292_19_30a_38a_5a:C-H-O,A30B38C5_oP292_19_30a_38a_5a:C-H-O
75,ABUGUZ,CC1CSCC2(O)N1C(=O)c1ccccc21,"(14, 1)",A12B13CD2E_mP116_14_12e_13e_e_2e_e:C-H-N-O-S,A12B13CD2E_mP116_14_12e_13e_e_2e_e:C-H-N-O-S
76,ABUHAG,CSCC1(O)N(C)C(=O)c2ccccc12.CSCC1(O)N(C)C(=O)c2ccccc12,"(2, 1)",A11B13CD2E_aP112_2_22i_26i_2i_4i_2i:C-H-N-O-S,A11B13CD2E_aP112_2_22i_26i_2i_4i_2i:C-H-N-O-S
77,ABUHAZ,CCCCN1N=C(N=C1N)N(CCCC)N(C(=O)c1ccccc1)C(=O)c1ccccc1,"(14, 1)",A12B15C3D_mP248_14_24e_30e_6e_2e:C-H-N-O,A12B15C3D_mP248_14_24e_30e_6e_2e:C-H-N-O
78,ABUHEK,CN1C(=O)c2ccccc2C1(O)C(C)(C)O,"(2, 1)",A12B15CD3_aP62_2_12i_15i_i_3i:C-H-N-O,A12B15CD3_aP62_2_12i_15i_i_3i:C-H-N-O
79,ABUHIO,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O.c1ccc(nc1)C#Cc1ccccn1,"(2, 1)",A9BC5DE2_aP36_2_9i_i_5i_i_2i:C-Cl-H-N-O,A9BC5DE2_aP36_2_9i_i_5i_i_2i:C-Cl-H-N-O
80,ABUHIR,Brc1ccc2NC=C(C3=CC(=O)c4ccccc4C3=O)c2c1,"(19, 1)",AB18C10DE2_oP128_19_a_18a_10a_a_2a:Br-C-H-N-O,AB18C10DE2_oP128_19_a_18a_10a_a_2a:Br-C-H-N-O
81,ABUHOU,ClC1=C([O-])C(=O)C(=C([O-])C1=O)Cl.[nH+]1cccc(c1)C#Cc1c[nH+]ccc1.O.O,"(2, 1)",A9BC5DE4_aP40_2_9i_i_5i_i_4i:C-Cl-H-N-O,A9BC5DE4_aP40_2_9i_i_5i_i_4i:C-Cl-H-N-O.
82,ABUJAI01,O=C1C(=C(C#N)C(=O)C(=C1C#N)[O-])[O-].[nH+]1ccc(cc1)C#Cc1cc[nH+]cc1,"(2, 1)",A10B5C2D2_aP38_2_10i_5i_2i_2i:C-H-N-O,A10B5C2D2_aP38_2_10i_5i_2i_2i:C-H-N-O
83,ABUJAL,O=C1N(N2C(=Nc3ccccc3C2=O)C=Cc2ccccc2)C(=Nc2ccccc12)C=Cc1ccccc1,"(61, 1)",A16B11C2D_oP480_61_32c_22c_4c_2c:C-H-N-O,A16B11C2D_oP480_61_32c_22c_4c_2c:C-H-N-O
84,ABUJEP,O=C1N(N2C(=O)c3ccccc3N=C2C2C3CC(C=C3)C2c2ccccc2)C(=Nc2ccccc12)C1C2CC(C=C2)C1c1ccccc1.O=C1N(N2C(=O)c3ccccc3N=C2C2C3CC(C=C3)C2c2ccccc2)C(=Nc2ccccc12)C1C2CC(C=C2)C1c1ccccc1,"(29, 1)",A21B17C2D_oP656_29_84a_68a_8a_4a:C-H-N-O,A21B17C2D_oP656_29_84a_68a_8a_4a:C-H-N-O
85,ABUJIQ,CC(C)(C)[Si](C)(C)OCN1C=NC2=C(C3C(C(C3c3ccccc3)C3=C4N=CN(CO[Si](C)(C)C(C)(C)C)C4=NC(=O)N3CO[Si](C)(C)C(C)(C)C)c3ccccc3)N(CO[Si](C)(C)C(C)(C)C)C(=O)N=C12,"(29, 1)",A27B42C4D3E2_oP624_29_54a_84a_8a_6a_4a:C-H-N-O-Si,A27B42C4D3E2_oP624_29_54a_84a_8a_6a_4a:C-H-N-O-Si
86,ABUJUC,CC(C)(C)[Si](C)(C)OC1CC(=O)N2CC(O)C(O)C12.CC(C)(C)[Si](C)(C)OC1CC(=O)N2CC(O)C(O)C12,"(5, 1)",A13B25CD4E_mC352_5_26c_50c_2c_8c_2c:C-H-N-O-Si,A13B25CD4E_mC352_5_26c_50c_2c_8c_2c:C-H-N-O-Si
87,ABUJUE,Oc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[O-].[NH3+]c1ccccc1,"(2, 1)",A13B11C3D7_aP68_2_13i_11i_3i_7i:C-H-N-O,A13B11C3D7_aP68_2_13i_11i_3i_7i:C-H-N-O
88,ABUKAJ,COc1ccc(COC2CC[N+]3([BH3-])CC(O)C(O)C23)cc1,"(19, 1)",AB15C24DE4_oP180_19_a_15a_24a_a_4a:B-C-H-N-O,AB15C24DE4_oP180_19_a_15a_24a_a_4a:B-C-H-N-O
89,ABUKEN,CN(C1C(CN2CCC(O)C12)OS(C)(=O)=O)S(=O)(=O)c1ccc(C)cc1,"(76, 1)",A8B15CD3E_tP224_76_16a_30a_2a_6a_2a:C-H-N-O-S,A8B15CD3E_tP224_76_16a_30a_2a_6a_2a:C-H-N-O-S
90,ABUKEP,OC(=O)c1cc(cc(c1[O-])N(=O)=O)N(=O)=O.[NH3+]c1ccccc1OC,"(4, 1)",A14B13C3D8_mP76_4_14a_13a_3a_8a:C-H-N-O,A14B13C3D8_mP76_4_14a_13a_3a_8a:C-H-N-O
91,ABUKIR,CC(=O)OC1CCC(C)(C)C2CCC3=C(C(OC(C)=O)OC3=O)C12C,"(4, 1)",A19B26C6_mP102_4_19a_26a_6a:C-H-O,A19B26C6_mP102_4_19a_26a_6a:C-H-O
92,ABUKOX,CC1=CN(C2OCC(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C2OC(=O)c2ccccc2)C(=O)NC1=O,"(4, 1)",A31B26C2D9_mP136_4_31a_26a_2a_9a:C-H-N-O,A31B26C2D9_mP136_4_31a_26a_2a_9a:C-H-N-O
93,ABUKUD,CCC1(C)N=C1N(C)C(C)c1cccc2ccccc12,"(19, 1)",A9B11C_oP168_19_18a_22a_2a:C-H-N,A9B11C_oP168_19_18a_22a_2a:C-H-N
94,ABUKUF,[NH3+]c1ccc(Cl)cc1.Oc1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[O-],"(2, 1)",A13BC10D3E7_aP68_2_13i_i_10i_3i_7i:C-Cl-H-N-O,A13BC10D3E7_aP68_2_13i_i_10i_3i_7i:C-Cl-H-N-O
95,ABUKUH,CC1(C)OB(OC1(C)C)C(Cc1ccccc1)[Si](O)(c1ccccc1)c1ccccc1,"(19, 1)",AB26C31D3E_oP248_19_a_26a_31a_3a_a:B-C-H-O-Si,AB26C31D3E_oP248_19_a_26a_31a_3a_a:B-C-H-O-Si
96,ABULAK,CC(C)C1(C)N=C1N(C)C(C)c1cccc2ccccc12,"(4, 1)",A19B24C2_mP90_4_19a_24a_2a:C-H-N,A19B24C2_mP90_4_19a_24a_2a:C-H-N
97,ABULEO,CC(N(C)C1=NC1(C)C1CCCC1)c1cccc2ccccc12,"(4, 1)",A21B26C2_mP98_4_21a_26a_2a:C-H-N,A21B26C2_mP98_4_21a_26a_2a:C-H-N
98,ABULEQ,NC(=O)c1cccnc1.OC(=O)c1cc2ccccc2cc1O,"(15, 1)",A17B14C2D4_mC296_15_17f_14f_2f_4f:C-H-N-O,A17B14C2D4_mC296_15_17f_14f_2f_4f:C-H-N-O
99,ABULIS,CC(C)CC1(C)N=C1N(C)C(C)c1cccc2ccccc12,"(18, 1)",A10B13C_oP192_18_20c_26c_2c:C-H-N,A10B13C_oP192_18_20c_26c_2c:C-H-N
100,ABULIT,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
101,ABULIT01,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
102,ABULIT03,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
103,ABULIT04,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
104,ABULIT05,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
105,ABULIT06,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
106,ABULIT07,COc1cccc(C=NO)c1O,"(61, 1)",A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O,A8B9CD3_oP168_61_8c_9c_c_3c:C-H-N-O
107,ABULIU,Nc1ccc(cc1)C(O)=O.NC(=O)c1cccnc1.O,"(2, 1)",A13B15C3D4_aP70_2_13i_15i_3i_4i:C-H-N-O,A13B15C3D4_aP70_2_13i_15i_3i_4i:C-H-N-O
108,ABULOA,CNC1=C2N=CN=C2N(C)C(=N1)OC,"(2, 1)",A8B11C5D_aP50_2_8i_11i_5i_i:C-H-N-O,A8B11C5D_aP50_2_8i_11i_5i_i:C-H-N-O
109,ABULOZ,C1COCCOCCOCCOCCOCCO1.S=C=[N-].[NH4+].O,"(15, 1)",A26B56C4D13E2_mC404_15_13f_28f_2f_e6f_f:C-H-N-O-S,A26B56C4D13E2_mC404_15_13f_28f_2f_e6f_f:C-H-N-O-S
0,ABULUH,CN1C=CC=C1C1=CC=C(S1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C1=CC=C(S1)C1=CC=CN1C)[BH]47%148,"(14, 1)",A5B10C13DE_mP240_14_10e_20e_26e_2e_2e:B-C-H-N-S,A5B10C13DE_mP240_14_10e_20e_26e_2e_2e:B-C-H-N-S
1,ABUMAL,COC(=O)c1c(C)c2c(C)c(C)c(C)c3C=C(c4c(C)c(C)c(C)c(C)c4C)c(c1C(=O)OC)c23,"(2, 1)",A31B34C4_aP138_2_31i_34i_4i:C-H-O,A31B34C4_aP138_2_31i_34i_4i:C-H-O
2,ABUMEP,COC(=O)C1=CC(=CC2=C(C)C(=C(C)C(=C(C)C2=C1C(=O)OC)C)C)c1c(C)c(C)c(C)c(C)c1C,"(14, 1)",A16B19C2_mP296_14_32e_38e_4e:C-H-O,A16B19C2_mP296_14_32e_38e_4e:C-H-O
3,ABUMIU,OC(C1CSC(=O)N1Cc1ccccc1)S(=O)(=O)[O-].[Na+].O,"(19, 1)",A11B14CDE6F2_oP140_19_11a_14a_a_a_6a_2a:C-H-N-Na-O-S,A11B14CDE6F2_oP140_19_11a_14a_a_a_6a_2a:C-H-N-Na-O-S
4,ABUMIV,CC(=O)OC1(Cl)C(=O)c2ccccc2C1=O.CC(=O)OC1(Cl)C(=O)c2ccccc2C1=O,"(2, 1)",A11BC7D4_aP92_2_22i_2i_14i_8i:C-Cl-H-O,A11BC7D4_aP92_2_22i_2i_14i_8i:C-Cl-H-O
5,ABUMIW,C=CC1=CC=C(S1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(C1=CC=CS1)[BH]47%148,"(33, 1)",A5B6C9D_oP168_33_10a_12a_18a_2a:B-C-H-S,A5B6C9D_oP168_33_10a_12a_18a_2a:B-C-H-S
6,ABUMIX,OC(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(O)=O.N(Nc1cc[nH+]cc1)c1cc[nH+]cc1,"(15, 1)",A5B4CD2_mC192_15_10f_8f_2f_4f:C-H-N-O,A5B4CD2_mC192_15_10f_8f_2f_4f:C-H-N-O
7,ABUMOC,CCOC(=O)C=C1NC(C)(C)C2CCC(C)(O)C1C2,"(9, 1)",A15B25CD3_mC176_9_15a_25a_a_3a:C-H-N-O,A15B25CD3_mC176_9_15a_25a_a_3a:C-H-N-O
8,ABUMOZ,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
9,ABUMOZ01,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
10,ABUMOZ02,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
11,ABUMOZ03,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
12,ABUMOZ04,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
13,ABUMOZ05,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
14,ABUMOZ06,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
15,ABUMOZ07,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
16,ABUMOZ08,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
17,ABUMOZ09,Clc1cccc(Cl)c1.Clc1cccc(Cl)c1,"(14, 1)",A3BC2_mP96_14_12e_4e_8e:C-Cl-H,A3BC2_mP96_14_12e_4e_8e:C-Cl-H
18,ABUMUI,CC1NC(C)(C)C2CCC(C)(NC(C)=O)C1C2,"(4, 1)",A14B26C2D_mP86_4_14a_26a_2a_a:C-H-N-O,A14B26C2D_mP86_4_14a_26a_2a_a:C-H-N-O
19,ABUNAM,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,"(15, 1)",A22B15C6_mC344_15_2e21f_15f_6f:C-H-O,A22B15C6_mC344_15_2e21f_15f_6f:C-H-O
20,ABUNAM01,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,"(15, 1)",A22B17C6_mC360_15_2e21f_17f_6f:C-H-O,A22B17C6_mC360_15_2e21f_17f_6f:C-H-O
21,ABUNAO,CC(C)(C)OC(=O)NC1CCCC1C(=O)NC1CCCC1C(=O)OC(C)(C)C,"(4, 1)",A21B36C2D5_mP128_4_21a_36a_2a_5a:C-H-N-O,A21B36C2D5_mP128_4_21a_36a_2a_5a:C-H-N-O
22,ABUNES,CC1CCC(C1NC(=O)OCc1ccccc1)C(=O)NC1C(C)CCC1C(=O)OC(C)(C)C,"(19, 1)",A26B38C2D5_oP284_19_26a_38a_2a_5a:C-H-N-O,A26B38C2D5_oP284_19_26a_38a_2a_5a:C-H-N-O
23,ABUNIU,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O.c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,"(2, 1)",A32B19C3D6_aP240_2_64i_38i_6i_12i:C-H-N-O,A32B19C3D6_aP240_2_64i_38i_6i_12i:C-H-N-O
24,ABUNIU01,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,"(14, 1)",A32B19C3D6_mP240_14_32e_19e_3e_6e:C-H-N-O,A32B19C3D6_mP240_14_32e_19e_3e_6e:C-H-N-O
25,ABUNIW,CCOc1ccccc1N1C(=S)SC(=Cc2ccc(cc2)N(=O)=O)C1=O,"(2, 1)",A9B7CD2E_aP80_2_18i_14i_2i_4i_2i:C-H-N-O-S,A9B7CD2E_aP80_2_18i_14i_2i_4i_2i:C-H-N-O-S
26,ABUNIY,COc1ccc(c(O)c1)C(=O)C=Cc1ccc(cc1)N1CCCC1,"(14, 1)",A20B21CD3_mP180_14_20e_21e_e_3e:C-H-N-O,A20B21CD3_mP180_14_20e_21e_e_3e:C-H-N-O
27,ABUNOA,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,"(14, 1)",A33B20C2D6_mP244_14_33e_20e_2e_6e:C-H-N-O,A33B20C2D6_mP244_14_33e_20e_2e_6e:C-H-N-O
28,ABUNUG,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N.N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,"(14, 1)",A19B10C2_mP496_14_76e_40e_8e:C-H-N,A19B10C2_mP496_14_76e_40e_8e:C-H-N
29,ABUNUG01,c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21.N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N.N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,"(14, 1)",A19B10C2_mP496_14_76e_40e_8e:C-H-N,A19B10C2_mP496_14_76e_40e_8e:C-H-N
30,ABUNUJ,CCCCCC1=C(Br)C(=O)c2cc(ccc2N1)N(=O)=O,"(14, 1)",AB14C15D2E3_mP140_14_e_14e_15e_2e_3e:Br-C-H-N-O,AB14C15D2E3_mP140_14_e_14e_15e_2e_3e:Br-C-H-N-O
31,ABUPES,OC(=O)c1cc(cc(c1)N(=O)=O)C(O)=O.OC(=O)c1cc(cc(c1)N(=O)=O)C(O)=O.c1ccc2c(c1)ccc1ccccc21.c1ccc2c(c1)ccc1ccccc21,"(2, 1)",A22B15CD6_aP176_2_44i_30i_2i_12i:C-H-N-O,A22B15CD6_aP176_2_44i_30i_2i_12i:C-H-N-O
32,ABUPEW,Oc1c(ccc2ccccc12)C(=O)C=Cc1ccc(cc1)N1CCC1,"(15, 1)",A22B19CD2_mC352_15_22f_19f_f_2f:C-H-N-O,A22B19CD2_mC352_15_22f_19f_f_2f:C-H-N-O
33,ABUPIA,Oc1c(ccc2ccccc12)C(=O)C=Cc1ccc(cc1)N1CCCC1,"(15, 1)",A23B21CD2_mC376_15_23f_21f_f_2f:C-H-N-O,A23B21CD2_mC376_15_23f_21f_f_2f:C-H-N-O
34,ABUPIW,CC(C)=C1C(=O)OC(=O)C1=C(C)C1=C(C)Nc2ccccc12,"(60, 1)",A18B17CD3_oP312_60_18d_17d_d_3d:C-H-N-O,A18B17CD3_oP312_60_18d_17d_d_3d:C-H-N-O
35,ABUPOC,O=S1(=O)C=CS(=O)(=O)c2ccc3ccccc3c2c2c3ccccc3ccc12,"(29, 1)",A11B7C2D_oP168_29_22a_14a_4a_2a:C-H-O-S,A11B7C2D_oP168_29_22a_14a_4a_2a:C-H-O-S
36,ABUPOE,CC(C)CC(NC(=O)C(NC(C)=O)C(C)C)C=CC(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C=CC(=O)NC(C(C)C)C(N)=O)C(C)C.O.O,"(4, 1)",A45B77C9D11_mP284_4_45a_77a_9a_11a:C-H-N-O,A45B77C9D11_mP284_4_45a_77a_9a_11a:C-H-N-O
37,ABUPOG,COc1ccc(C=CC(=O)c2ccc3ccccc3c2O)cc1,"(61, 1)",A20B16C3_oP312_61_20c_16c_3c:C-H-O,A20B16C3_oP312_61_20c_16c_3c:C-H-O
38,ABUPUI,COC(=O)C1=C(O)C(=C(S1)C(=O)OC)O,"(2, 1)",A8B8C6D_aP46_2_8i_8i_6i_i:C-H-O-S,A8B8C6D_aP46_2_8i_8i_6i_i:C-H-O-S
39,ABUPUI01,COC(=O)C1=C(O)C(=C(S1)C(=O)OC)O,"(2, 1)",A8B8C6D_aP46_2_8i_8i_6i_i:C-H-O-S,A8B8C6D_aP46_2_8i_8i_6i_i:C-H-O-S
40,ABUPUJ,CC(C)c1cccc(C(C)C)c1O1[Rb]2O([Rb]1O12CCCC1)c1c(cccc1C(C)C)C(C)C,"(14, 1)",A28B42C3D2_mP300_14_28e_42e_3e_2e:C-H-O-Rb,A28B42C3D2_mP300_14_28e_42e_3e_2e:C-H-O-Rb
41,ABUPUK,COC1=C(C)C(=O)CC2C(C)(NC(=O)c3ccc(Br)cc3)C(=O)OC12C,"(2, 1)",AB19C20DE5_aP92_2_i_19i_20i_i_5i:Br-C-H-N-O,AB19C20DE5_aP92_2_i_19i_20i_i_5i:Br-C-H-N-O
42,ABUQAP,COC(=O)C1=C(O)C(=C(N1Cc1ccccc1)C(=O)OC)O,"(2, 1)",A15B15CD6_aP74_2_15i_15i_i_6i:C-H-N-O,A15B15CD6_aP74_2_15i_15i_i_6i:C-H-N-O
43,ABUQAR,Clc1ccc(cc1)C1[NH2+]CCN2C=CC=C12.FC(F)(F)C(=O)[O-],"(4, 1)",A15BC3D14E2F2_mP74_4_15a_a_3a_14a_2a_2a:C-Cl-F-H-N-O,A15BC3D14E2F2_mP74_4_15a_a_3a_14a_2a_2a:C-Cl-F-H-N-O
44,ABUQET,CCCCCCCCCCCCCCCCOC1=CSC=C1OCCCCCCCCCCCCCCCC,"(2, 1)",A36B68C2D_aP214_2_36i_68i_2i_i:C-H-O-S,A36B68C2D_aP214_2_36i_68i_2i_i:C-H-O-S
45,ABUQIX,COC(=O)CC(NC(=O)c1ccc(C=C)cc1)C(=O)OC,"(4, 1)",A15B17CD5_mP76_4_15a_17a_a_5a:C-H-N-O,A15B17CD5_mP76_4_15a_17a_a_5a:C-H-N-O
46,ABUQOD,COC(=O)C(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)c1ccc(C=C)cc1,"(19, 1)",A32B29CD3E_oP264_19_32a_29a_a_3a_a:C-H-N-O-S,A32B29CD3E_oP264_19_32a_29a_a_3a_a:C-H-N-O-S
47,ABUQOF,COCOc1ccc2C(c3ccccc3C(C)=O)C3(C=CC(=O)c4c(OC)cccc34)c3ccc(OC)c1c23.COCOc1ccc2C(c3ccccc3C(C)=O)C3(C=CC(=O)c4c(OC)cccc34)c3ccc(OC)c1c23,"(4, 1)",A33B28C6_mP268_4_66a_56a_12a:C-H-O,A33B28C6_mP268_4_66a_56a_12a:C-H-O
48,ABUQUL,CN1c2ccccc2C(F)(F)C1(O)c1ccccc1,"(14, 1)",A15B2C13DE_mP128_14_15e_2e_13e_e_e:C-F-H-N-O,A15B2C13DE_mP128_14_15e_2e_13e_e_e:C-F-H-N-O
